NAMC_ID,NAMC_CODE,tamil_term,namc_term_word,short_definition,definition,section
1335,TAC1.2,பாலகரப்பான் - வீங்கு கரப்பான்,Pāla Karappāṉ - Vīṅku Karappāṉ,Eczema caused due to utricaria.,"It is characterised by oedema in various parts of the body, burning sensation all over the body, fissuring and oozing. It may be explained by increased Aẕal kutram due to consumption of food substances causing allergy which is the root cause of the diseas",Siddha
1336,TAD,முக்குற்றம்,Mukkuṟṟam,Eczema of children classified under mukkutram,-,Siddha
1337,TAD1.1,பாலகரப்பான் - தோட கரப்பான்,Pāla Karappāṉ - Tōṭa Karappāṉ,Eczema caused due to infection,"It is characterized by febrileness, body ache, excessive salivation, tumours, oedema, nasal itching and unstoppable cry. It may be explained by increased Aẕal kutram due to consumption of food substances causing allergy which is the root cause of the dise",Siddha
1338,TB,கக்குவான்,Kakkuvāṉ,Whooping cough,-,Siddha
1339,TBA,வளி,Vaḷi,Whooping cough classified under vali,-,Siddha
1340,TBA1.1,கக்குவான்,Kakkuvāṉ,Whooping cough,"It is characterized by severe cough with distress, biting of teeth, sputam may be thick fluid or thin, constipation, cough ends with high pitched wooh sound, persistant hacking cough with sputam. It may be explained by increased vali and aiya kutram. Amo",Siddha
1341,TC,காமாலை,Kāmālai,Jaundice of children,-,Siddha
1342,TCA,வளி,Vaḷi,Jaundice of children classfied under vali,-,Siddha
1343,TCA1.1,வரல் காமாலை,Vaṟaḷ Kāmālai,Icterus with dryness,"It is characterized by greenish eyes, leg pain, dryness of the body, increased thirst. It may be explained by increased Aẕal kutram. Among Uṭaṟtātukkaḷ Cāram and Cennīr are affected.",Siddha
1344,TCB,அழல்,Aẕal,Jaundice of children classfied under azhal,-,Siddha
1345,TCB1.1,மஞ்சள் காமாலை,Mañcaḷ Kāmālai,Icterus,"It is characterized by yellowish discolouration of eyes tongue and urine, fever, vomiting, giddiness, anasarca, rhinitis, abdominal pain. It may be explained by increased Aẕal and aiya kutram. Among Uṭaṟtātukkaḷ Cāram gets affected.",Siddha
1346,TCC,ஐயம்,Aiyam,Jaundice of children classfied under aiyam,-,Siddha
1347,TCC1.1,ஊது காமாலை,Ūtu Kāmālai,Ictrus with edema,"It is characterized by pedal oedema, facial puffiness, increased apetite in mid night, after eating they will have feeling of bloating , giddiness, eyes ears and body will have on and off swelling and rigors on its own, tongue ulcers, fever, ovulsion for",Siddha
1348,TD,கணம்,Kaṇam,Respiratory syndrome of children,-,Siddha
1349,TDA,வளி,Vaḷi,Respiratory diseases of children classified under vali,-,Siddha
1350,TDA1.1,வாதக் கணம்,Vātak Kaṇam,Respiratory syndrome caused due to vali,"It is characterized by flatulence, cough, heaviness, dry tongue, and fever. Constipation and strangury are additional features. Mantham is the root cause of kanam and recurrent mantham predisposes kanam. It may be explained by increased aiyam due to the i",Siddha
1351,TDA1.2,மாந்தக் கணம்,Māntak Kaṇam,Respiratory syndrome caused due to digestive disorders,"It is characterized by emaciation, headache, vomiting, excessive salivation, giddiness, dysentery, dehydration, fatigue, and excessive thirst. Mantham is the root cause of kanam and recurrent mantham predisposes kanam. It may be explained by increased aiy",Siddha
1352,TDA1.3,பிரளிக் கணம்,Piraḷik Kaṇam,Respiratory syndrome with intestinal pain,"It is characterized by flatulence, constipation, dysentery, pain all over the body, twitching all over the body, dehydration, dyspnea, and rotation of the eyeballs. Mantham is the root cause of kanam and recurrent mantham predisposes kanam. It may be expl",Siddha
1353,TDA1.4,வரட் கணம்,Vaṟaṭkkaṇam,Respiratory syndrome of children with dryness,"It is characteized by palpitation, dry cough, cyanosis of tongue, flatulance, emaciation, fever, increased thirst, dysuria, dysentery, fissured tongue, rhinitis, icterus, sleepiness, and giddiness. It may be explained by increased aiyam followed by vali a",Siddha
1354,TDA1.5,மூளை கணம்,Mūlakkaṇam,Respiratory syndrome of children with anal pain,"It is characterized by pain in anal region, burning sensation present in anal region, bleeding through anus, bloody diarrhoea, fever, abdominal discomfort, and headache. It may be explained by increased vali and Aẕal kutram. Among udarthadhukal Cāram, Cen",Siddha
1355,TDB,அழல்,Aẕal,Respiratory diseases of children classified under azhal,-,Siddha
1356,TDB1.1,பித்தக் கணம்,Pittakkaṇam,Respiratory disorders caused due to increased azhal,"It is characterized by increased body heat, burning all over the body, dryness all over the body, stomatitis, and dysentery. It may be explained by increased Aẕal accompanying vali kutram due to which body heat persists. Among Uṭaṟtātukkaḷ saram, Cennīr",Siddha
1357,TDB1.2,பிறக் கணம்,Nīrkkaṇam,Severe dehydration with fever,"It is characterised by greenish or curdy white diarrhoea, abdominal distension, sleepiness, and cold extremitis. It may be explained by increased Aẕal followed by increased aiyam. Among Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, and Koẕuppu are affected.",Siddha
1358,TDB1.3,கொதிப்புக் கணம்,Kottippukkaṇam,Respiratory disorders with,"It is characterised by hyperpyrexia, sweating, pallor of eye, cough, headache, and hoarseness of voice. It may be explained by increased Aẕal followed by increased aiyam. Among Uṭaṟtātukkaḷ Cāram,Cennīr, and Ūṉ are affected.",Siddha
1359,TDB1.4,அந்தக்கணம்,Antakkkaṇam,Respiratory disorders with severe fever,"It is characterized by fever, dryness of tongue, pallor of eyes, and icteric look. It may be explained by increased azal followed by increased aiyam and vali kutram. Among Uṭaṟtātukkaḷ Cāram, Cennīr, and Ūṉ are affected.",Siddha
1360,TDB1.5,மந்தாரக் கணம்,Mantārakkaṇam,Respiratory disorders with evening rise of temperature,"It is characterised by evening rise of temperature, giddiness, dyspnoea, abdominal distension. It may be explained by increased Aẕal followed increased aiya kutram. Among Uṭaṟtātukkaḷ Cāram and Cennīr are affected.",Siddha
1361,TDB1.6,எரிக்கனம்,Erikkaṇam,Respiratory disorders with burning all over the body,"It is characteised by burning sensation all over the body, open mouth breathing, salivation with foul smell, crying. It may be explained by increased Aẕal followed by increased aiyam and increased vali kutram. Among Uṭaṟtātukkaḷ Cāram, and Cennīr are aff",Siddha
1362,TDB1.7,நீராமக் கணம்,Nīrāmakkaṇam,Respiratory disorders with severe fever and diarrhea,"It is characterized by watery and pus coloured diarrhoea and in this type the water will be in yellow colour and pus will be in white colour. In addition to this abdominal distension, body pain and dysentry present. It may be explained by increased Aẕal",Siddha
1363,TDB1.8,முக்கு கணம்,Mukkukkaṇam,Respiratory disorders with constipation,"It is characterized by aphthous stomatitis, increased thirst, dysentery, vomitting, cold extremities, syncope, shivering, burning sensation in anus, and emaciation. It may be explained by increased Aẕal followed by increased aiya kutram. Among Uṭaṟtātukka",Siddha
1364,TDB1.9,இரத்தக் கணம்,Irattakkaṇam,Glossitis with severe reddish coating,"It is characterized by severe cough, bloody diarrhoea, pain present in back and thigh, increased thirst, fever, loss of appetite, and decreased pulse rate. It may be explained by increased Aẕal followed by increased aiya kutram. Among Uṭaṟtātukkaḷ Cāram,",Siddha
1365,TDC,ஐயம்,Aiyam,Respiratory disorders caused due to aggravation of aiyam,-,Siddha
1366,TDC1.1,ஐயக் கணம்,Aiyak Kaṇam,Respiratory disorders caused due to increased aiyam,"It is characterized by itching, tenderness all over the body, edema, bad breath, fever, fissures in the lips, and fatigue. Mantham is the root cause of kanam and recurrent mantham predisposes kanam. It may be explained by increased aiyam due to the incre",Siddha
1367,TDC1.2,சூலிக் கணம்,Cūlikkaṇam,Respiratory disorders with flatulence,"It is characterized by dyspnoea, recurrent cough, inflammation on throat, lungs, and tongue. Mantham is the root cause of kanam and recurrent mantham predisposes kanam. It may be explained by increased aiyam due to the increase of Aẕal in mothers womb. A",Siddha
1368,TDC1.3,சுழிக் கணம்,Cuẕikkaṇam,Respiratory disorders with difficulty in breathing,"It is characterized by dyspnoea, fever with rigor, sunken eyes, joint pain, sunken fontanel, vomiting, cough, chillness of extremities, flatulence, frothy salivation, and yellowish discoloration of face. Mantham is the root cause of kanam and recurrent ma",Siddha
1369,TDC1.4,மகா கணம்,Makā Kaṇam,Respiratory disorders with dropsy,"It is characterised by swelling of face darsam of foot and hand with shinning, paleness of eyes, giddiness, hyperpyrexia, fissured lips and tongue. It may be explained by increased aiyam followed by vali and Aẕal kutram. Among Uṭaṟtātukkaḷ Cāram, Cennīr,",Siddha
1370,TDC1.5,ஊது கணம்,Ūtu Kaṇam,Respiratory disorders with oedema,"It is characterized by anasarca followed by emaciation, glossitis, fever, loss of appetite, generalised body pain, and pallor. It may be explained by increased aiyam followed by increased vali. Among Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu are affecte",Siddha
1371,TDC1.6,வீங்கு கணம்,Vīṅku Kaṇam,Respiratory disorders with inflammation in body,"It is characterised by hyperpyrexia, indigestion, constipation, and anasrca. It may be explained increased iyam followed by Aẕal. Among udalthathukkal Cāram, Cennīr, and Ūṉ are affected.",Siddha
1372,TDC1.7,ஆம கணம்,Āma Kaṇam,Respiratory disorder with intermittent fever,"It is characterized by fever and the fever will be intermittent every 3 hours once. In addition to this symptoms like emaciation, polydipsia, loss of appetite, dyspnea, diarrhoea, cold extremities, palpitation, body pain, yellowish discoloration of urine,",Siddha
1373,TDC1.8,பேராம கணம்,Pērāma Kaṇam,Respiratory disorders with peripheral chillness,"It is characterized by fever, indigestion, vomitting, cold extremities, abdominal discomfort, diarrhoea, and headache. in this type the child avoids mothers milk. It may be explained by increased aiyam followed by increased Aẕal kutram. Among the Uṭaṟtātu",Siddha
1374,TDC1.9,சிங்கி கணம்,Ciṅkikkaṇam,Respiratory disorders with hepatitis,"It is characterized by fever with convulsion, dyspnoea, giddiness, dryness of skin, and ulcer. This disease will persist upto 13 years. It may be explained by increased aiyam and increased Aẕal kutram. Among Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu are",Siddha
1375,TE,கழிச்சல்,Kaẕiccal,Dysentry of children,-,Siddha
1376,TEA,வளி,Vaḷi,Dysentry of children classified under vali,-,Siddha
1377,TEA1.1,மாந்தக் கழிச்சல்,Māntak Kaẕiccal,Dysentery due to digestive disorders.,"It is characterised by vomiting, giddiness, asphyxia, sore throat, fever, chillness of upper and lower limb, convulsion, diarrhoea, It may be explained by increased vali and increased Aẕal kutram. Among udarthathukkal Cāram, Cennīr and Ūṉ are affected",Siddha
