,NAMC_ID,NAMC_CODE,NAMC_term,NAMC__term_diacritical,NAMC__term_DEVANAGARI,short_definition,long_definition,ontology_branches,section
1467,1518,EM-8.16,ASADHYAGRAHA,asādhyagraha,असाध्यग्रह,incurable disorders due to seize of demons (hysteric behavior) ,excessively swollen eyes walks hastily licks his own froth sleepy fall tremors,,Ayurveda
1468,1519,EM-9,MANA-SANTAPAH,mana-santāpaḥ,मन-सन्तापः,mental agitation ,confusion or absence of mind distress/dicontent/restlessness fatigue in mind and body,,Ayurveda
1469,1520,EM-10,SAMNYASAH,saṁnyāsaḥ,संन्यासः,coma ,like a log of wood as if dead patient looses his life if not treated early /or as soon as emergency treatment support is withdrawn,,Ayurveda
1470,1521,EM-11,BRAMAH,bhramaḥ,भ्रमः,giddiness ,patient feels the body rotates like a wheel individual keeps falling down,,Ayurveda
1471,1522,F,SIROROGAH/SIRAHSULA/SIRASTAPA/SIROBITAPA,śirōrōgaḥ/śiraḥśūla/śirastāpa/śirōbhitāpa,शिरोरोगः/शिरःशूल/शिरस्ताप/शिरोभिताप,disorders of head/cephalalgia ,clinical features of all types of doshas,,Ayurveda
1472,1523,F-1,VATAJA-SIROROGAH,vātaja-śirōrōgaḥ,वातज-शिरोरोगः,headache due to vitiated vāta ,severew pain severe pricking pain in both temporal regions severe pricking pain at nape of neck breaking pain at both temporal regions breaking pain at nape of neck buring sensation in the middle of eyebrows burning feel in forehead severe pain in between both eyebrows severe pain at forehead puncturing pain in both ears tininitus feeling as if eyes are being extracted feels as if head is revolving sensation of laxation in skull region pulsating sensation in vascular plexus stiffness of neck sudden onset of pain pulsating sensation severe headache with out any apparent cause severe headache in the night headache relieved by bandage headache relieved by fomentation heaviness of head locked jaw intolerance to light/photo.phobia rhinorrhoea sudden relief of pain softness generated by massaging softness generated by oil softness generated by sudation softness generated by bandaging,,Ayurveda
1473,1524,F-2,PITTAJA-SIROROGAH/PITTAJA SIROBITAPA,pittaja-śirōrōgaḥ/pittaja śirōbhitāpa,पित्तज-शिरोरोगः/पित्तज शिरोभिताप,headache due to vitiated pitta ,burning sensation in head headache/discomfort in head headache on exposure to cold burning sensation in eyes thirst giddiness or dizziness sweating headache with burning sensation headache like studded with burning charcoal feeling of fuming of nose especially in night due to cold fuming like sensation in head fever syncope/attacks of swooning softnesss in the night pain subsides by cold things/softness by cold feeling of fuming from eyes and nose relieved by cold subsides at night,,Ayurveda
1474,1525,F-3,KAPAJA-SIROROGAH/KAPAJA SIROBITAPA,kaphaja-śirōrōgaḥ/kaphaja śirōbhitāpa,कफज-शिरोरोगः/कफज शिरोभिताप,headache due to vitiated kapha ,mild headache numbness in head numbness and heaviness in head heaviness of the head drowsiness/lassitude lethargy tastelessness peri-orbital swelling oedema of face cold feeling as if wrapped with wet cloth veins not pulsating mild pain at daytime more pain at night itching in ear vomiting affected with kapha stiffness of the head head becomes cold,,Ayurveda
1475,1526,F-4,SANNIPATAJA-SIROROGAH,sānnipātaja-śirōrōgaḥ,सान्निपातज-शिरोरोगः,headache due to three dōṣa ,pain giddiness or dizziness shaking of the head burning sensation intoxication thirst heaviness drowsiness/lassitude all symptoms are seen/complete expression of disease symptoms,,Ayurveda
1476,1527,F-5,RAKTAJA-SIROROGAH,raktaja-śirōrōgaḥ,रक्तज-शिरोरोगः,headache due to rakta ,blister having pitta dominant features tenderness/inability to tolerate touch pitta predominant pain,,Ayurveda
1477,1528,F-6,KRUMIJA-SIROROGAH,kr̥mija-śirōrōgaḥ,कृमिज-शिरोरोगः,headache due to kRumi ,penetrating type of pain cutting type of pain pain/headache itching oedema diseased gait worm manifesatation foul smell from head pricking pain in head severe pricking type of pain in headache pain as if being stung by insect breaking pain from inside pulsating sensation from inside watery and blood stained rhinorrhoea watery rhinorrhoea with pus severe pain (pain which is )disturbing mind fever cough loss of strength dryness burning sensation pulsating sensation putrid smell itching in forehead itching in palate itching in head dryness/wasting/emaciation shutting eyes coppery nasal crust clear nasal crust tinnitus,,Ayurveda
1478,1529,F-7,ANANTAVATAH,anantavātaḥ,अनन्तवातः,trigeminal neuralgia ,pain in neck pain in nape of neck pain resides at eyes paoin resides at eyebrows pain resides at temporal region pulsating sensation at zygomatic region eye diseases lock jaw/catching sensation over jaw pain in neck severe pain in the nape of neck pain in eyes pain in eyebrows pain in temporal region pulsating sensation in zygomatic region lock jaw/catching sensation over jaw other eye diseases,,Ayurveda
1479,1530,F-8,ARDHAVABEDAKAH,ardhāvabhēdakaḥ,अर्धावभेदकः,hemicrania ,"severe pain in neck like that by sharp weapon severe pain in neck like that of sting severe pain in eyebrows like that by sharp weapon severe pain in eyebrows like that of sting severe pain in temporal region like that by sharp weapon severe pain in temporal region like that of sting severe pain in ear like that by sharp weapon severe pain in ear like that of sting severe pain in eyes like that by sharp weapon severe pain in eyes like that of sting severe pain in half part of forehead like that by sharp weapon severe pain in half part of forehead like that of sting (disease) if progressed very much, damages eye (disease) if progressed very much, damages ear severe breaking pain in upper part of the body/head severe pricking pain in upper part of the body/head severe giddiness severe pain in head/upper part of the body sudden headache fortnightly headache arises headache arises about every 10 days burning sensation in half part of the head pain arises within a moth slef limiting pain",,Ayurveda
1480,1531,F-9,SURYAVARTAH,sūryāvartaḥ,सूर्यावर्तः,sunshine induced cephalalgia ,headache worsens as day progresses reduces towards end of the day mild pain in eyes at sunrise mild pain in eyebrows at sunrise severe pain in eyes (pain) worsens by sunlight subsides by cold sometimes subsides by hot treatment pulsating pain in temporal region at sunrise pulsating pain in eyes at sunrise pulsating pain in eyebrows at sunrise pulsating pain in forehead at sunrise worsens at mid day pain worsens when patient is empty stomach uncertain comfort to cold uncertain comfort to hot pain subsides later (after sunset) pain subsides at the sunset,,Ayurveda
1481,1532,F-10,SANKHAKAH,śaṅkhakaḥ,शङ्खकः,temporal cephalalgia ,severe pain in temporal region burning sensation in temporal region redness/congestion in temporal region hard swelling in temporal region rapid progressing like poison immediately affects/blocks the head quickly choaks the throat takes away life within three days severe headache excess talking/irrelevant speech/incoherent speech severe pain fever thirst giddiness or dizziness bitter taste in mouth icteric face quick acting,,Ayurveda
1482,1533,F-11,SIRAHKAMPAH,śiraḥkampaḥ,शिरःकम्पः,head tremor ,tremors,,Ayurveda
1483,1534,F-12,KSHAYAJASIROROGAH,kṣayajaśirōrōgaḥ,क्षयजशिरोरोगः,śirōrōga due to kṣaya ,buring sensation in head excruating pain pain increase by sudation pain increase by vomitting pai increases by fomentation pai increases by nasal instillation of medicine pain increases by blood letting,,Ayurveda
1484,1535,FA,KAPALA-ROGAH,kapāla-rōgaḥ,कपाल-रोगः,disorders of hair and scalp ,,,Ayurveda
1485,1536,FA-1,UPASIRSHAKAH,upaśīrṣakaḥ,उपशीर्षकः,caput succedaneum ,swelling which is same colour of the skin painless swelling,Note: Also Classifed under bālarōgaḥ-saṅkīrṇa[MD],Ayurveda
1486,1537,FA-2,AKALAPALITAH/PALITAH,akālapalitaḥ/palitaḥ ,अकालपलितः/पलितः ,premature graying of hair (due to pitta and other dōṣa) ,of hairs like that of monkey greying of hairs,Note: Also Classifed under kṣudrarōgaḥ[O],Ayurveda
1487,1538,FA-2.1,VATIKA-PALITAH,vātika-palitaḥ,वातिक-पलितः,pariṇāmaśūla due to vāta ,split bluish black colour rough dry resembling water like that of flames,,Ayurveda
1488,1539,FA-2.3,PITTAJAPALITAH,pittajapalitaḥ,पित्तजपलितः,pālitya due to pitta ,associated with burning sensation yellowish discoloration,,Ayurveda
1489,1540,FA-2.5,KAPAJAPALITAH,kaphajapalitaḥ,कफजपलितः,pālitya due to kapha ,scalp is unctuous hairs are growing broad white,,Ayurveda
1490,1541,FA-2.7,SANNIPATAJAPALITAH,sānnipātajapalitaḥ,सान्निपातजपलितः,pālitya due to three dōṣa ,with mixed symptoms,,Ayurveda
1491,1542,FA-2.9,SIROROGOTTHA-PALITAH,śirōrōgōttha-palitaḥ,शिरोरोगोत्थ-पलितः,pālitya due to śirōrōga ,greying caused by headache discolouration tenderness/inability to tolerate touch,,Ayurveda
1492,1543,FA-3,KHALITYAM/KHALATI,khālityam/khalati,खालित्यम्/खलति,baldness ,"(it makes) hairs to fall obstructs hair roots, hence other hairs can't grow gradual hair fall",Note: Also Classifed under kṣudrarōgaḥ[O],Ayurveda
1493,1544,FA-3.1,VATAJA-KHALITYAM/VATAJAKHALATI,vātaja-khālityam/vātajakhalati,वातज-खालित्यम्/वातजखलति,khālitya due to vāta ,resembles as though burnt by fire,,Ayurveda
1494,1545,FA-3.2,PITTAJA KHALITYAM,pittaja khalityam,पित्तज खलित्यम्,khālitya due to pitta ,unctuousness manifestation of veins on skin,,Ayurveda
1495,1546,FA-3.3,KAPAJA KHALITYAM/KAPAJA KHALATI,kaphaja khalityam/kaphaja khalati,कफज खलित्यम्/कफज खलति,khālitya due to kapha ,thick same colour as of the skin,,Ayurveda
1496,1547,FA-3.4,SANNIPATAJA-KHALITYAM/ASADHYA-KHALITYAM,sānnipātaja-khalityam/asādhya-khalityam,सान्निपातज-खलित्यम्/असाध्य-खलित्यम्,khālitya due to three dōṣa ,resembles nail burnt by fire hairless burning sensation,,Ayurveda
1497,1548,FA-4,DARUNAKAH,dāruṇakaḥ,दारुणकः,pytiriasis capitis ,itching of scalp falling of hairs loss of tactile sensation dryness of scalp crack in the scalp hardening of scalp cracked scalp skin dry hairs,Note: Also Classifed under kṣudrarōgaḥ[O],Ayurveda
1498,1549,FA-5,ARUMSHIKA (KAPALA),arūṁṣikā (kapāla),अरूंषिका (कपाल),eruptions on head having multiple openings/furunculosis ,dry scaly lesions having multiple openings in the head moist leisons in scalp moist eruption in scalp region papules/eruptions resembling kaṇgu papules/eruptions resembling siddhārthaka,,Ayurveda
